year,united_states,russia,iran,china,canada,afghanistan,albania,algeria,angola,argentina,australia,austria,azerbaijan,bahrain,bangladesh,barbados,belarus,belgium,bolivia,bosnia_and_herzegovina,brazil,brunei,bulgaria,cameroon,chile,colombia,congo,cote_divoire,croatia,cuba,czechia,czechoslovakia,denmark,east_timor,ecuador,egypt,equatorial_guinea,france,gabon,georgia,germany,ghana,greece,hungary,india,indonesia,iraq,ireland,israel,italy,japan,jordan,kazakhstan,kuwait,kyrgyzstan,libya,malaysia,mexico,moldova,morocco,mozambique,myanmar,netherlands,new_zealand,nigeria,norway,oman,pakistan,papua_new_guinea,peru,philippines,poland,qatar,romania,saudi_arabia,senegal,serbia,slovakia,slovenia,south_africa,south_korea,spain,switzerland,syria,taiwan,tajikistan,tanzania,thailand,trinidad_and_tobago,tunisia,turkey,turkmenistan,ussr,ukraine,united_arab_emirates,united_kingdom,uzbekistan,venezuela,vietnam,world,yemen,yugoslavia
1900,0.26582551,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.26582551,,0
1901,0.29458103,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.29458103,,0
1902,0.32333653,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.32333653,,0
1903,0.35209204,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.35209204,,0
1904,0.38084755,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.38084755,,0
1905,0.40960305,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.40960305,,0
1906,0.43835856,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.43835856,,0
1907,0.46711404,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.46711404,,0
1908,0.49586958,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.49586958,,0
1909,0.52462508,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.52462508,,0
1910,0.55338059,,0,0,0.01393987,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.5673204,,0
1911,0.58321148,,0,0,0.01426372,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.59747519,,0
1912,0.61304245,,0,0,0.01458758,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.62762998,,0
1913,0.64287335,,0,0,0.01491143,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.65778476,,0
1914,0.67270424,,0,0,0.01523529,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.68793952,,0
1915,0.70253521,,0,0,0.01555915,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.7180943,,0
1916,0.73236611,,0,0,0.015883,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.74824913,,0
1917,0.76219704,,0,0,0.01620686,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.77840392,,0
1918,0.79202797,,0,0,0.01653071,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.8085587,,0
1919,0.8218589,,0,0,0.01685457,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.83871349,,0
1920,0.8516898,,0,0,0.01717842,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.86886828,,0
1921,0.88152073,,0,0,0.01750228,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,,0,,0.89902303,,0
1922,0.91135166,,0,0,0.01782613,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.00472577,0,0,0,0,0.0012192,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01244311,0,0.00963043,0,,,,,,0,0.00173214,0,0,0,,,0,0,0,0,,0.00078163,0,0,0,,0,,0.95971014,,0
1923,1.0674828,,0,0,0.01966366,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.00650336,0,0,0,0,0.00120565,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01277221,0,0.01218915,0,,,,,,0,0.0020497,0,0,0,,,0,0,0,0,,0.00258063,0,0,0,,0,,1.12444729,,0
1924,1.22361408,,0,0,0.02150119,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.00828094,0,0,0,0,0.0011921,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01310131,0,0.01474786,0,,,,,,0,0.00236726,0,0,0,,,0,0,0,0,,0.00437963,0,0,0,,0,,1.28918441,,0
1925,1.37974525,,0,0,0.02333872,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.01005853,0,0,0,0,0.00117856,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01343041,0,0.01730657,0,,,,,,0,0.00268482,0,0,0,,,0,0,0,0,,0.00617863,0,0,0,,0,,1.45392156,,0
1926,1.53587646,,0,0,0.02517624,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.01183611,0,0,0,0,0.00116501,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01375951,0,0.01986529,0,,,,,,0,0.00300238,0,0,0,,,0,0,0,0,,0.00797763,0,0,0,,0,,1.61865864,,0
1927,1.6920077,,0,0,0.02701377,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.01361369,0,0,0,0,0.00115146,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01408861,0,0.022424,0,,,,,,0,0.00331994,0,0,0,,,0,0,0,0,,0.00977662,0,0,0,,0,,1.78339583,,0
1928,1.84813902,,0,0,0.0288513,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.01539128,0,0,0,0,0.00113792,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01441771,0,0.02498271,0,,,,,,0,0.0036375,0,0,0,,,0,0,0,0,,0.01157562,0,0,0,,0,,1.94813316,,0
1929,1.93148086,,0,0,0.02980879,0,0,0,0,0.0103864,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.01793481,0,0,0,0,0.00122823,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01467194,0,0.03116123,0,,,,,,0,0.00396469,0,0,0.00299154,,,0,0.00579701,0,0,,0.01915623,0,0,0,,0,,2.0685816,,0
1930,2.01482291,,0,0,0.03076627,0,0,0,0,0.01154956,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.02047835,0,0,0,0,0.00131854,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01492616,0,0.03733975,0,,,,,,0,0.00429187,0,0,0,,,0,0.00640808,0,0,,0.02673684,0,0,0,,0,,2.16863834,,0
1931,2.09816478,,0,0,0.03172376,0,0,0,0,0.01271272,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.02302188,0,0,0,0,0.00140885,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01518039,0,0.04351827,0,,,,,,0,0.00461905,0,0,0,,,0,0.00701914,0,0,,0.03431744,0,0,0,,0,,2.2716864,,0
1932,2.18150662,,0,0,0.03268124,0,0,0,0,0.01387588,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.02556542,0,0,0,0,0.00149916,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01543461,0,0.04969679,0,,,,,,0,0.00494623,0,0,0,,,0,0.00763021,0,0,,0.04189805,0,0,0,,0,,2.37473438,,0
1933,2.26484867,,0,0,0.03363873,0,0,0,0,0.01503904,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.02810895,0,0,0,0,0.00158947,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01568884,0,0.05587531,0,,,,,,0,0.00527342,0,0,0,,,0,0.00824127,0,0,,0.04947865,0,0,0,,0,,2.47778244,,0
1934,2.34819054,,0,0,0.03459622,0,0,0,0,0.0162022,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.03065249,0,0,0,0,0.00167978,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01594306,0,0.06205383,0,,,,,,0,0.0056006,0,0,0,,,0,0.00885234,0,0,,0.05705926,0,0,0,,0,,2.58083042,,0
1935,2.43153252,,0,0,0.0355537,0,0,0,0,0.01736536,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.03319602,0,0,0,0,0.00177009,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01619729,0,0.06823235,0,,,,,,0,0.00592778,0,0,0,,,0,0.0094634,0,0,,0.06463987,0,0,0,,0,,2.68387848,,0
1936,2.51487443,,0,0,0.03651119,0,0,0,0,0.01852852,0,0,,0,0,0,,0,0,,0,0,0,,0,0,,,,,,0,0,,0,0,,0,,,0,,0,0,0,0.03573955,0,0,0,0,0.0018604,,,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0.01645151,0,0.07441087,0,,,,,,0,0.00625497,0,0,0,,,0,0.01007447,0,0,,0.07222048,0,0,0,,0,,2.78692646,,0
1937,2.5982163,,0,0,0.03746867,0,0,0,0,0.01969168,0,0,,0,0,0,,0,0,,0,0.0030173,0,,0,0.02310326,,,,,,0,0,,0.00173423,0,,0,,,0,,0,0,0,0.03828309,0,0,0,0,0.00195071,,,0,,0,0,0.03867759,,0,,0,0,0,0,0,0,0,,0,,0.01670574,0,0.08058938,0,,,,,,0,0.00658215,0,0,0.00164752,,,0,0.01068553,0,0,,0.07980107,0,0,0,,0.03172304,,2.9898774,,0
1938,2.81927376,,0,0,0.03966995,0,0,0,0,0.01993193,0,0,,0,0,0,,0,0,,0,0,0,,0,0.02365083,,,,,,0,0,,0.00185948,0,,0,,,0,,0,0,0,0,0,0,0,0,0.00189653,,,0,,0,0,0.03887126,,0,,0,0,0,0,0,0,0,,0,,0.01536845,0,0.07759863,0,,,,,,0,0.00681791,0,0,0,,,0,0.01143059,0,0,,0.08644289,0,0,0,,0.03220165,,3.17501388,,0
1939,3.0403314,,0,0,0.04187123,0,0,0,0,0.02017217,0,0,,0,0,0,,0,0,,0,0,0,,0,0.02419839,,,,,,0,0,,0.00198473,0,,0,,,0,,0,0,0,0,0,0,0,0,0.00184234,,,0,,0,0,0.03906492,,0,,0,0,0,0,0,0,0,,0,,0.01403115,0,0.07460787,0,,,,,,0,0.00705368,0,0,0,,,0,0.01217565,0,0,,0.09308471,0,0,0,,0.03268027,,3.40309836,,0
1940,3.26138886,,0,0,0.04407251,0,0,0,0,0.02041242,0,0,,0,0,0,,0,0,,0,0,0,,0,0.02474596,,,,,,0,0,,0.00210998,0,,0,,,0,,0,0,0,0,0,0,0,0,0.00178815,,,0,,0,0,0.03925859,,0,,0,0,0,0,0,0,0,,0,,0.01269385,0,0.0716171,0,,,,,,0,0.00728944,0,0,0,,,0,0.0129207,0,0,,0.09972653,0,0,0,,0.03315888,,3.63118284,,0
1941,3.48244632,,0,0,0.04627378,0,0,0,0,0.02065267,0,0,,0,0,0,,0,0,,0,0,0,,0,0.02529352,,,,,,0,0,,0.00223523,0,,0,,,0,,0,0,0,0,0,0,0,0,0.00173397,,,0,,0,0,0.03945225,,0,,0,0,0,0,0,0,0,,0,,0.01135656,0,0.06862634,0,,,,,,0,0.00752521,0,0,0,,,0,0.01366576,0,0,,0.10636835,0,0,0,,0.0336375,,3.85926732,,0
1942,3.7035036,,0,0,0.04847507,0,0,0,0,0.02089292,0,0,,0,0,0,,0,0,,0,0,0,,0,0.02584109,,,,,,0,0,,0.00236048,0,,0,,,0,,0,0,0,0,0,0,0,0,0.00167978,,,0,,0,0,0.03964591,,0,,0,0,0,0,0,0,0,,0,,0.01001926,0,0.06563558,0,,,,,,0,0.00776097,0,0,0,,,0,0.01441081,0,0,,0.11301017,0,0,0,,0.03411611,,4.0873518,,0
1943,3.92456124,,0,0,0.05067634,0,0,0,0,0.02113316,0,0,,0,0,0,,0,0,,0,0,0,,0,0.02638865,,,,,,0,0,,0.00248573,0,,0,,,0,,0,0,0,0,0,0,0,0,0.0016256,,,0,,0,0,0.03983958,,0,,0,0,0,0,0,0,0,,0,,0.00868197,0,0.06264482,0,,,,,,0,0.00799673,0,0,0,,,0,0.01515587,0,0,,0.11965199,0,0,0,,0.03459472,,4.31543628,,0
1944,4.14561888,,0,0,0.05287762,0,0,0,0,0.02137341,0,0,,0,0,0,,0,0,,0,0,0,,0,0.02693622,,,,,,0,0,,0.00261098,0,,0,,,0,,0,0,0,0,0,0,0,0,0.00157141,,,0,,0,0,0.04003324,,0,,0,0,0,0,0,0,0,,0,,0.00734468,0,0.05965405,0,,,,,,0,0.0082325,0,0,0,,,0,0.01590092,0,0,,0.1262938,0,0,0,,0.03507334,,4.54352076,,0
1945,4.36667616,,0,0,0.0550789,0,0,0,0,0.02161366,0,0,,0,0,0,,0,0,,0,0,0,,0,0.02748379,,,,,,0,0,,0.00273623,0,,0,,,0,,0,0,0,0,0,0,0,0,0.00151722,,,0,,0,0,0.04022691,,0,,0,0,0,0,0,0,0,,0,,0.00600738,0,0.05666329,0,,,,,,0,0.00846826,0,0,0,,,0,0.01664598,0,0,,0.13293563,0,0,0,,0.03555195,,4.77160524,,0
1946,4.5877338,,0,0,0.05728018,0,0,0.00303334,0,0.0218539,0,0.00184007,,0,0,0,,0,0,,0.00037528,0.00128007,0,,0,0.02803135,,,,,,0,0,,0.00286148,0,,0.00423755,,,0.00844775,,0,0.00374564,0,0,0,0,0,0.0024559,0.00146304,,,0,,0,0,0.04042057,,0,,0,0,0,0,0,0,0,,0,,0.00467009,0,0.05367253,0,,,,,,0,0.00870403,0,0,0.00164752,,,0,0.01739103,0,0,,0.13957744,0,0,0,,0.03603056,,5.02698996,,0.00023724
1947,5.06164752,,0,0,0.06298285,0,0,0.00303334,0,0.02251029,0,0.00212009,,0,0,0.0000433557,0.0000433557,0,0,,0.0000416982,0.00114292,0,,0,0.02545428,,,,,,0,0,,0.00377195,0,,0.01117173,,,0.00604518,,0,0.00415725,0,0.00104054,0,0,0,0.0036071,0.00158496,,,0,,0,0,0.04934298,,0,,0,3.51659E-05,0,0,0,0,0,,0,,0.00463874,0,0.04738656,0,,,,,,0,0.00926697,0,0,0.00099718,,,0,0.01760734,0,0,,0.1708428,0,0,0,,0.05061329,,5.56156044,,0.00047447
1948,5.68688724,,0,0,0.06944589,0,0,0.00312126,0,0.01725918,0,0.00964039,,0,0,0.0000867114,0.0000867114,0,0,,0.0001251,0.0016458,0,,0,0.01577894,,,,,,0,0,,0.00459571,0,,0.01379131,,,0.00519266,,0,0.01317149,0,0.01599826,0,0,0,0.00448969,0.00207263,,,0,,0,0,0.05174995,,0,,0,0.000211,0,0,0,0,0,,0,,0.00492083,0,0.09453135,0,,,,,,0,0.01013304,0,0,0.00082376,,,0,0.02011649,0,0,,0.18870871,0,0,0,,0.05281191,,6.28766532,,0.00035585
1949,5.98739472,,0,0,0.07231834,0,0,0.00316522,0,0.02563779,0,0.00216009,,0,0,0.0000867114,,0,0,,0.00020849,0,0,,0.00016561,0.02233466,,,,,,0,0,,0.00472577,0,,0.01879933,,,0.00418513,,0,0.01531185,0,0.02562322,0,0,0,0.00955498,0.00235711,,,0,,0,0,0.05270444,,0,,0,0.00024616,0,0,0,0,0,,0,,0.00426263,0,0.19019096,0,,,,,,0,0.01108572,0,0,0.00082376,,,0,0.02115476,0,0,,0.19503622,0,0,0,,0.04886336,,6.71871312,,0.00031631
1950,6.93963,,0,0,0.08114692,0,0,0.00329711,0,0.02915141,0,0.01880076,,0,0,0.0000867114,,0.00240412,0,,0.00020849,0,0,,0.00823897,0.02305805,,,,,,0.00142102,0,,0.00572295,0,,0.02026321,,,0.00527016,,0,0.0156823,0,0.0269239,0,0,0,0.01957044,0.00280415,,,0,,0,0,0.0381796,,0,,0.0000867114,0.00028133,0,0,0,0,0,,0.0162877,,0.00573574,0,0.13067568,0,,,,,,0,0.01156206,0,0,0.00104054,,,0,0.02054911,0.0000433557,0,,0.21442817,0,0,0.0000387837,,0.05011972,,7.69188168,,0.00059309
1951,8.23762692,,0,0,0.09504454,0,0.00021678,0.00351691,0,0.03204724,0,0.01932078,,0,0,0.00013007,,0.00431328,0,,0.00033359,0.00228583,0,,0.00592047,0.0221086,,,,,,0.00311089,0,,0.00659007,0,,0.02311393,,,0.00643269,,0,0.01667016,0,0.03403423,0,0,0,0.03706872,0.00337311,,,0,,0,0,0.05436443,,0,,0.0000867114,0.00031649,0,0,0,0,0,,0.01648878,,0.00868197,0,0.16299204,0,,,,,,0,0.0119518,0,0,0.00091047,,,0,0.02037606,0.0000867114,0,,0.2327035,0,0,0,,0.06461271,,9.12423348,,0.00051401
1952,8.85182616,,0,0,0.10606972,0,0.00021678,0.00356087,0,0.0346728,0,0.01792072,,0,0,0.00017342,,0.00438399,0,,0.00029189,0.00228583,0,,0.00244271,0.00922322,,,,,,0.00480075,0,,0,0,,0.02238199,,,0.00744022,,0,0.02058045,0,0.04634725,0,0,0,0.05498911,0.00369823,,,0,,0,0,0.05975937,,0,,0.00013007,0.00101981,0,0,0,0,0,,0.01648878,,0.00981031,0,0.19957961,0,,,,,,0,0.01303439,0,0,0.00073705,,,0,0.02067889,0.00013007,0,,0.23761663,0,0,0,,0.07861213,,9.82665612,,0.00055355
1953,9.276039,,0,0,0.12081217,0,0.00043356,0.00369276,0,0.02695057,0,0.0222009,,0,0,0.00017342,,0.00388902,0,,0.00112585,0.00269728,0,,0.00289813,0.02188254,,,,,,0.00645221,0,,0,0,,0.02018616,,,0.00806024,,0,0.02259733,0,0.0592239,0,0,0,0.08749139,0.00447039,,,0,,0,0,0.05975937,,0.00017342,,0.00021678,0.00305943,0,0,0,0,0,,0.01648878,,0.00999837,0,0.22544881,0,,,,,,0,0.01381385,0,0,0.00086711,,,0,0.0216739,0.00013007,0,,0.25563145,0,0,0.00034905,,0.0974575,,10.390842,,0.00094894
1954,9.6582366,,0,0,0.14442547,0,0.00043356,0.00391257,0,0.02729807,0,0.02500101,,0,0,0.00013007,,0.00424257,0,,0.00262699,0.00310873,0,,0.00372617,0.02464046,,,,,,0.00660583,0,,0,0,,0.0227287,,,0.01162535,,0,0.02296778,0,0.06858873,0,0,0,0.11385393,0.00573022,,,0,,0,0,0.05975937,,0.00034685,,0.00021678,0.00516938,0,0,0,0,0,,0.01648878,,0.01122074,0,0.23475686,0,,,,,,0,0.01394376,0,0,0.0011706,,,0,0.02227956,0.00017342,0,,0.27960152,0,0,0,,0.10984161,,10.8993532,,0.0011071
1955,10.3895496,,0.01311906,0.00476913,0.18033118,0,0.00065034,0.00391257,0,0.02776141,0,0.03064124,,0,0,0.00013007,,0.00565676,0.00022606,,0.00258529,0.00352018,0,,0.00463701,0.02436919,,,,,,0.00664424,0,,0,0,,0.02442372,,,0.01860056,,0,0.02243269,0,0.08272269,0.01435074,0,0,0.13918038,0.00633982,,,0,,0,0,0.07677419,,0.00030349,,0.00026013,0.00474739,0,0,0,0,0.00157391,,0.01648878,,0.01231774,0,0.24857798,0,,,,,,0,0.01368394,0,0,0.00112725,,,0,0.02154411,0.00017342,0,,0.33353428,0,0,0.00116351,,0.12330258,,11.8568268,,0.00134433
1956,11.1374032,,0.01919756,0.00997181,0.20233929,0,0.00108389,0.00430822,0,0.0294989,0,0.0298012,,0,0,0.00017342,,0.00685882,0.00026374,,0.00350265,0.00374876,0,,0.00621028,0.02807656,,,,,,0.01052324,0,,0,0,,0.02981697,,,0.02844335,,0,0.01860473,0,0.08866243,0.01560806,0,0,0.17133731,0.00719326,,,0,,0,0,0.07469921,,0.00030349,,0.00030349,0.00531005,0,0,0,0,0.00782917,,0.01668987,,0.01366548,0,0.27223094,0,,,,,,0,0.01446341,0,0,0.0011706,,,0,0.02366392,0.00026013,0,,0.44914162,0,0,0.00062054,,0.13434059,,12.8582993,,0.00150249
