year,united_states,russia,iran,china,canada,afghanistan,albania,algeria,angola,argentina,australia,austria,azerbaijan,bahrain,bangladesh,barbados,belarus,belgium,bolivia,bosnia_and_herzegovina,brazil,brunei,bulgaria,cameroon,chile,colombia,congo,cote_divoire,croatia,cuba,czechia,czechoslovakia,denmark,east_timor,ecuador,egypt,equatorial_guinea,france,gabon,georgia,germany,ghana,greece,hungary,india,indonesia,iraq,ireland,israel,italy,japan,jordan,kazakhstan,kuwait,kyrgyzstan,libya,malaysia,mexico,moldova,morocco,mozambique,myanmar,netherlands,new_zealand,nigeria,norway,oman,pakistan,papua_new_guinea,peru,philippines,poland,qatar,romania,saudi_arabia,senegal,serbia,slovakia,slovenia,south_africa,south_korea,spain,switzerland,syria,taiwan,tajikistan,tanzania,thailand,trinidad_and_tobago,tunisia,turkey,turkmenistan,ussr,ukraine,united_arab_emirates,united_kingdom,uzbekistan,venezuela,vietnam,world,yemen,yugoslavia
1957,11.7980269,,0.03166066,0.01430738,0.26316779,0,0.00130067,0.0044401,0,0.03289669,0,0.03036123,,0,0,0.00013007,,0.0074952,0.00030141,,0.00658832,0.00347446,0,,0.01035047,0.02861911,,,,,,0.02964942,0,,0,0,,0.04299191,,,0.02766833,,0,0.01691713,0,0.09399518,0.01166269,0,0,0.19136824,0.00991613,,,0,,0,0,0.09876896,,0.00013007,,0.00026013,0.00506389,0,0,0,0,0.0117034,,0.02010827,,0.01313265,0,0.29403036,0,,,,,,0,0.01519957,0,0,0.00125732,,,0,0.02595676,0.00026013,0,,0.69167138,0,0,0.00112473,,0.16260864,,13.9705769,,0.00166065
1958,12.1846716,,0.03253527,0.01712551,0.40408718,0,0.00151745,0.00483575,0,0.03343724,0,0.03280133,,0,0,0.00013007,,0.00692953,0.00022606,,0.01250946,0.00342875,0,,0.01863084,0.03589821,,,,,,0.04793067,0,,0,0,,0.06441081,,,0.02804967,,0,0.01543534,0,0.09048337,0.00932148,0,0,0.19858244,0.01495547,,,0,,0,0,0.15811333,,0.0000433557,,0.0003902,0.00836948,0,0,0,0,0.01444765,,0.01709203,,0.01203566,0,0.33496979,0,,,,,,0,0.01571921,0,0,0.00112725,,,0,0.02868223,0.00026013,0,,1.04534197,0,0,0.00186162,,0.17629398,,15.0265692,,0.0018188
1959,13.3070371,,0.03970702,0.01994363,0.49921621,0,0.00173423,0.00527537,0,0.03324419,0,0.04512182,,0,0,0.00013007,,0.00601031,0.00026374,,0.01780513,0.00950905,0,,0.02484112,0.0175422,,,,,,0.05722491,0,,0,0,,0.15024053,,,0.0314019,,0,0.01374774,0,0.09668323,0.01448081,0,0,0.23473021,0.02060442,,,0,,0,0,0.19629293,,0.0003902,,0.00021678,0.00794749,0,0,0,0,0.01755511,,0.01689095,,0.01328937,0,0.37494212,0,,,,,,0,0.01619555,0,0,0.00112725,,,0,0.03088855,0.00026013,0,,1.31709002,0,0,0.00240459,,0.18809477,,16.7748336,,0.00197696
1960,14.1079079,,0.04154369,0.02276175,0.62556206,0,0.0018643,0.00571498,0,0.0533992,0,0.05876238,,0,0,0.0000867114,,0.00509108,0.00022606,,0.02230854,0.00982907,0,,0.03407374,0.01826559,,,,,,0.05538142,0,,0,0,,0.10963706,,,0.03622564,,0,0.01407703,0.00581642,0.10539773,0.02614349,0,0,0.24739344,0.02970775,,,0.04079772,,0,0,0.20334786,,0.00034685,,0.00091047,0.01160474,0.00425804,0,0,0,0.02554571,,0.01668987,,0.01720723,0,0.40866877,0,,,,,,0,0.01662859,0,0,0.00108389,,,0,0.03313814,0.00030349,0,,1.68620724,0,0,0.00306391,,0.20667092,,18.2603653,,0.00209558
1961,14.5619647,,0.04298678,0.02557987,0.78434982,0,0.0018643,0.00958359,0,0.09100645,0,0.06224252,,0,0,0.00013007,,0.00516179,0.00188383,,0.02197495,0.00960049,0,,0.04972364,0.01885334,,,,,,0.05415244,0,,0,0,,0.15447809,,,0.03947766,,0,0.01333613,0.00447739,0.11133746,0.02761759,0,0.00012909,0.26335676,0.04551666,,,0.04253195,,0,0,0.21828769,,0.00034685,,0.0003902,0.01578947,0.00430105,0,0,0,0.03107456,,0.01689095,,0.02300565,0,0.43977629,4.33557E-05,,,,,,0,0.01667189,0,0,0.00160416,,,0,0.03599338,0.00030349,0,,2.19531132,0,0.00364188,0.00318027,,0.21945886,,19.6179646,,0.00272821
1962,15.245761,,0.04600416,0.02839799,1.13242414,0,0.0018643,0.01556234,0,0.11498396,0.0000827972,0.06540265,,0,0,0.00013007,,0.0052325,0.00214756,,0.02130778,0.00955477,0,,0.06500093,0.02676542,,,,,,0.04589515,0,,0,0,,0.18260003,,,0.05080851,,0,0.01399471,0.00895477,0.1172772,0.02796443,0,0.00047333,0.27440831,0.05807438,,,0.05744632,,0,0,0.22451263,,0.0003902,,0.0007804,0.01754777,0.004086,0.0000867114,0,0,0.03829838,,0.01729311,,0.02573248,0,0.52004333,0.00052027,,,,,,0,0.01740805,0,0,0.00164752,,,0,0.03677208,0.00030349,0,,2.73664836,0,0.00728376,0.00461526,,0.23283009,,21.4631806,,0.00375623
1963,16.2024066,,0.04980869,0.03121611,1.33662204,0,0.0018643,0.0175406,0,0.13150952,0.0001242,0.06796275,,0.00216779,0,0.00017342,,0.00509108,0.00203453,,0.0209742,0.00905189,0,,0.06342766,0.03173872,,,,,,0.04274586,0,,0,0.0022545,,0.18726133,,,0.07675944,,0,0.02519047,0.01121439,0.12130927,0.03143289,0,0.0004303,0.27889799,0.07859751,,,0.06585732,,0,0,0.25314732,,0.00047691,,0.00069369,0.02007971,0.00438707,0.00134403,0,0,0.04798396,,0.01769528,,0.03081002,0.0038153,0.5746829,0.00065034,,,,,,0,0.01745135,0,0,0.00221114,,,0,0.03599338,0.00030349,0,,3.3436057,0,0.01092564,0.00616661,,0.25172035,,23.4846144,,0.00755199
1964,17.1196488,,0.05212639,0.03403423,1.57528944,0,0.0018643,0.03534497,0,0.14483036,0.0001242,0.07056285,,0.00216779,0,0.00013007,,0.00494966,0.00320251,,0.02218344,0.00790897,0,,0.05382243,0.03770669,,,,,,0.03921251,0,,0,0.0022545,,0.19608314,,,0.11917079,,0,0.03227014,0.01347401,0.11840443,0.03295034,0,0.00124787,0.30176856,0.08546566,,,0.07266417,,0,0,0.29049692,,0.00047691,,0.00043356,0.0293635,0.00430105,0.00234121,0,0,0.06033306,,0.01801701,,0.03858305,0.0034251,0.62267389,0.02800779,,,,,,0,0.01745135,0,0,0.00732712,,,0,0.04711153,0.00034685,0,,4.04089704,0,0.01456752,0.0069035,,0.2738412,,25.659383,,0.01083374
1965,17.7191402,,0.05374441,0.03685235,1.72541754,0,0.0018643,0.10528755,0,0.16301621,0.00016559,0.06896279,,0.00216779,0,0.00013007,,0.00579818,0.00301412,,0.02852157,0.0096462,0.00285261,,0.05316,0.04096195,,,,,,0.03706177,0,,0,0.00212443,,0.19446518,,,0.1798293,,0,0.04560627,0.0167379,0.13683063,0.01582483,0,0.00309817,0.29938943,0.08290534,,,0.07778014,,0,0,0.30875674,,0.00056362,,0.00043356,0.0612941,0.0044731,0.00424886,0,0,0.07139077,,0.01757463,,0.04319045,0.00351181,0.69633259,0.04461303,,,,,,0,0.01857725,0,0,0.01344027,,,0,0.05078874,0.00030349,0,,4.75181208,0,0.0182094,0.00733012,,0.29335963,,27.4985474,,0.01304794
1966,19.0083204,,0.06061005,0.03967047,1.60502782,0,0.00234121,0.12682865,0,0.17672316,0.00016559,0.07496303,,0.00260134,0,0.00013007,,0.0044547,0.00350392,,0.03289988,0.00918904,0.00425937,,0.04694972,0.04968783,,,,,,0.0410944,0,,0,0.00242792,,0.1988183,,,0.2248819,,0,0.06392287,0.01560809,0.13709075,0.02631692,0,0.00408786,0.3374942,0.08668485,,,0.0743984,,0,0,0.31456667,,0.00043356,,0.00047691,0.12283436,0.0044731,0.00763061,0,0,0.08067277,,0.01837896,,0.04312776,0.00355517,0.75012599,0.04912202,,,,,,0,0.020396,0,0,0.01903316,,,0,0.0596573,0.00034685,0,,5.32113876,0,0.02185128,0.00713621,,0.30762828,,29.5885368,,0.01589476
1967,20.073222,,0.06410847,0.04248859,1.75283262,0.01482765,0.00286148,0.10449625,0,0.18541067,0.00016559,0.07188291,,0.00260134,0,0.00013007,,0.00530321,0.00342857,,0.03648592,0.0099205,0.01285627,,0.05179374,0.05203885,,,,,,0.03905888,0,,0.00069369,0.00242792,,0.21430463,,,0.29403565,,0,0.08417403,0.01949965,0.12035545,0.02263168,0,0.00469028,0.35687279,0.09156163,,,0.11740727,,0,0,0.3415414,,0.0000433557,,0.00030349,0.24584454,0.00434406,0.00784738,0,0,0.09411151,,0.01721268,,0.04914559,0.00485584,0.83385839,0.04925209,,,,,,0,0.02334065,0,0,0.02284846,,,0,0.06584366,0.0003902,0,,5.86020528,0,0.02549316,0.02520942,,0.33701809,,31.842486,,0.01826711
1968,21.3447287,,0.06856895,0.04530672,2.02428,0.07288095,0.00329503,0.15026007,0,0.20641513,0.00024839,0.06520264,,0.01170604,0,0.00013007,,0.00459612,0.00286342,,0.04023877,0.00973764,0.01977286,,0.0620614,0.05484198,,,,,,0.04255383,0,,0.00060698,0.00242792,,0.21888889,,,0.45678125,,0,0.11047585,0.02527422,0.18586593,0.03125947,0,0.00611027,0.3991603,0.09814529,,,0.14476471,,0,0,0.36644112,,0.00182094,,0.00052027,0.49633099,0.00443009,0.00637329,0,0,0.10561313,,0.01914307,,0.08017501,0.02224148,0.88386408,0.07106001,,,,,,0,0.02732458,0,0,0.03052242,,,0,0.06943434,0.0003902,0,,6.2940492,0,0.02913504,0.08528541,,0.3479215,,34.8320628,,0.0230909
1969,22.8647794,,0.20373898,0.05527853,2.37471966,0.08796874,0.0038153,0.12713638,0,0.20718734,0.01097063,0.0593224,,0.01344027,0,0.00013007,,0.00388902,0.0041821,,0.0509135,0.00873187,0.02051532,,0.07584822,0.06049346,,,,,,0.04531906,0,,0.00060698,0.00307826,,0.250632,,,0.65420575,,0,0.1331555,0.03050481,0.11289827,0.03880336,0,0.00611027,0.45894607,0.10639519,,,0.16158673,,0,0,0.41873058,,0.00190765,,0.00073705,0.76992145,0.00473116,0.00277477,0,0,0.13010956,,0.01950502,,0.12286397,0.03685235,0.97057825,0.07561236,,,,,,0,0.03074556,0,0.00433557,0.03871665,,,0,0.06943434,0.0003902,0,,6.74144172,0,0.03277692,0.20365333,,0.35806208,,38.2527288,,0.02886362
1970,20.5726428,,0.12583634,0.10413274,1.94458572,0.1119878,0.00424886,0.08776845,0.0018643,0.2107602,0.06229431,0.07588307,,0.02340421,0,0.00013007,,0.00360618,0.00150725,,0.00291965,0.0076869,0.0185224,,0.09352682,0.0449757,,,,,,0.0462408,0,,0.00060698,0.00294525,,0.2650397,,,0.43246708,,0,0.14278715,0.02278248,0.0460404,0.026676,0,0.00576603,0.4529358,0.09586946,,,0.0696654,,0.0100548,0,0.39709105,,0.00208107,,0.00026528,1.00499998,0.00460213,0.0037962,0,0,0.10477413,,0.01431045,,0.1842957,0.0374463,0.78274274,0.0553014,,,,,,0,0.0324777,0,0.00737047,0.03980054,,,0,0.06396327,0.00021678,0,,6.75005004,0,0.0292383,0.3941872,,0.3080916,,35.139222,,0.03862981
1971,21.1557798,,0.3043584,0.1356991,2.12598,0.11424229,0.00546282,0.0925155,0.0018643,0.22775755,0.09297605,0.07564306,,0.03412242,0.01604295,0.00017342,,0.0037476,0.00150725,,0.00463494,0.0076167,0.01277811,,0.13434906,0.0468162,,,,,,0.04697051,0,,0.00060698,0.00294525,,0.27540245,,,0.5327901,,0,0.15250112,0.02414239,0.05481,0.031635,0,0.00533573,0.4615272,0.09887681,,,0.0719568,,0.0242136,0.0029835,0.39305421,,0.0022545,,0.00051287,1.38900002,0.00584943,0.0070281,0,0,0.09489942,,0.01708245,,0.1900449,0.0374463,0.83650122,0.0461358,,,,,,0,0.00112589,0,0.00858443,0.04730108,,,0,0.067086,0.0000433557,0.00053408,,7.24297464,0,0.0516321,0.65506673,,0.29858112,,37.5883056,,0.04550963
1972,21.0871811,,0.41041562,0.17561062,2.4003,0.12547142,0.00628658,0.11722095,0.00247128,0.21650184,0.13346734,0.07852318,,0.04257975,0.01604295,0.00017342,,0.00388902,0.04019328,,0.00631373,0.01563705,0.0085969,,0.15086842,0.0571878,,,,,,0.04462775,0,,0.00073705,0.00246015,,0.289579,,,0.6378687,,0,0.16818342,0.02648126,0.04059594,0.031977,0,0.00533573,0.4891437,0.10058369,,,0.0850554,,0.0968544,0.00417783,0.40852879,,0.00281812,,0.00054824,1.85200006,0.00954834,0.0094221,0,0,0.10076112,,0.0164241,,0.20102669,0.04109778,0.85567313,0.0522918,,,,,,0,0.0000866072,0,0.00984175,0.05480162,,,0,0.0693387,0.00086711,0.00053408,,7.5498804,0,0.0524043,0.94521193,,0.29678292,,39.4397424,,0.0491077
1973,21.0680017,,0.45353257,0.21697344,2.57174978,0.13505304,0.00823759,0.15557849,0.00281812,0.23575732,0.16944767,0.09080367,,0.06037366,0.02214135,0.00013007,,0.0044547,0.06196464,,0.00722612,0.06828705,0.00867505,,0.1504544,0.059256,,,,,,0.04001903,0,,0.00121396,0.00197505,,0.29069615,,,0.7141482,,0,0.19843668,0.02641196,0.06292188,0.031122,0,0.00232362,0.52830896,0.10546047,,,0.0952812,,0.1549602,0.00417783,0.44390138,,0.00255799,,0.00066319,2.25199994,0.0114408,0.0144324,0,0,0.11503961,,0.0160776,,0.20393189,0.0588708,0.90589234,0.06156,,,,,,0,0.00012991,0,0.00858443,0.0630392,,,0,0.0665928,0.00494255,0.00053408,,8.05797936,0,0.06091605,1.02626827,,0.36559402,,41.3377236,,0.05254761
1974,20.1400981,,0.47059236,0.2732124,2.51839476,0.13873828,0.00880121,0.17986813,0.00294819,0.25375244,0.19332716,0.08824357,,0.0744413,0.0245322,0.0000867114,,0.00215664,0.06485353,,0.01390481,0.1482273,0.00703382,,0.14076635,0.0616518,,,,,,0.03410451,0,,0.00121396,0.002079,,0.29385504,,,0.74173316,,0,0.20967361,0.02989429,0.06496812,0.0285912,0,0.00283999,0.5273442,0.10452575,,,0.1002402,,0.139365,0.00870935,0.46534327,,0.00307826,,0.00593332,2.67000012,0.01303219,0.0134748,0,0,0.13193334,,0.0165627,,0.1974069,0.04836348,0.93497724,0.0779076,,,,,,0,0.00012991,0,0.00780403,0.06880551,,,0,0.0608391,0.0087145,0.00053408,,8.8866252,0,0.0610038,1.23770171,,0.38637324,,42.2103762,,0.05721324
1975,18.6494926,,0.49024271,0.32110621,2.5724358,0.12828955,0.01300671,0.2214828,0.00281812,0.2692969,0.20761189,0.09436382,,0.07833503,0.01625085,0.0000867114,,0.00180309,0.06393243,,0.01514566,0.1943838,0.00042985,,0.14101477,0.0536967,,,,,,0.03114725,0,,0.00134403,0.0017325,,0.28276038,,,0.6885072,,0,0.21329575,0.03827092,0.0851382,0.044289,0,0.0025818,0.50262566,0.09899873,,,0.1098504,,0.158517,0.01049855,0.47300522,,0.00199436,,0.0063666,2.89199988,0.02258053,0.0120726,0,0,0.1370736,,0.0204435,,0.20317589,0.07463178,1.0156401,0.092682,,,,,,0,0.00012991,0,0,0.06828524,,,0,0.0552951,0.00914806,0.00053408,,9.86422248,0,0.058266,1.28882268,,0.3757838,,42.3003708,,0.05867618
1976,18.4975416,,0.49945547,0.36646016,2.5950672,0.11038363,0.0151745,0.27896713,0.00247128,0.25676334,0.24507799,0.08576347,,0.08210314,0.0247401,0.00017342,,0.00120206,0.06590023,,0.01744488,0.2563704,0.00144584,,0.16631131,0.0545328,,,,,,0.03076319,0,,0.00134403,0.013167,,0.26727404,,,0.7099551,,0,0.25034058,0.04649164,0.085869,0.061731,0,0.00249574,0.5401035,0.1013152,,,0.1321488,,0.1634418,0.01249836,0.46387771,,0.00372859,,0.0088425,3.08999988,0.06111797,0.0224181,0,0,0.139779,,0.022176,,0.221157,0.04076244,1.10784287,0.1000521,,,,,,0,0.00012991,0,0.0011304,0.07960108,,,0,0.0622377,0.00927812,0.00080112,,10.9446995,0,0.068094,1.36485493,,0.46585368,,44.124408,,0.06840283
1977,18.5782572,,0.5071824,0.4397522,2.72605464,0.11194444,0.0151745,0.26699557,0.00307826,0.2650257,0.27996638,0.09572387,,0.08905324,0.0292446,0.00017342,,0.00134348,0.06954275,,0.02171486,0.29420818,0.00039077,,0.15695449,0.0618291,,,,,,0.03610162,0,,0.00173423,0.015939,,0.29269937,,,0.7058376,,0,0.27211468,0.04965345,0.2068164,0.0402876,0,0.00245271,0.4738032,0.1139542,,,0.1440846,,0.17274419,0.01143633,0.49194994,,0.00372859,,0.0081351,3.09999996,0.09707477,0.0295146,0.09485958,0,0.1527048,,0.02202007,,0.2327796,0.05779026,1.17322524,0.1408014,,,,,,0,0.00017321,0,0.0012582,0.08176887,,,0,0.0731574,0.00997181,0.00083927,,11.7989208,0,0.13688999,1.42606595,,0.50851098,,45.9869796,,0.07500588
1978,18.5021946,,0.31771498,0.49816814,2.63072855,0.1112074,0.01534792,0.41406748,0.00307826,0.27342812,0.30141133,0.09656391,,0.09784552,0.03101175,0.00043356,,0.00134348,0.06853792,,0.02857602,0.28836407,0.00125046,,0.14490654,0.0821097,,,,,,0.02842043,0,,0.00173423,0.025641,,0.29316164,,,0.729765,,0,0.30236796,0.05545732,0.3975552,0.0417582,0,0.00219453,0.473238,0.1073299,,,0.1614582,,0.1751382,0.08516015,0.6158111,,0.00351181,,0.0095499,2.83799988,0.09139738,0.0357561,0.50739264,0.01089153,0.1569132,,0.0230076,,0.2496069,0.05510754,1.1812428,0.1941534,,,,,,0,0.00064955,0,0.0012132,0.07981786,,,0,0.08733689,0.01239973,0.00083927,,12.6920506,0,0.200421,1.36560852,,0.51312636,,47.5437816,,0.07650837
1979,19.0635012,,0.30602034,0.52646904,2.77406082,0.10405371,0.01578148,0.6787242,0.00307826,0.25312228,0.34695063,0.09248374,,0.10847999,0.03551625,0.00052027,,0.00134348,0.07494372,,0.03131319,0.30210566,0.00535352,,0.16188131,0.0938016,,,,,,0.03268349,0,,0.00151745,0.038808,,0.29928683,,,0.7308171,,0,0.2684102,0.06897082,0.57660116,0.0598842,0,0.00292605,0.4617306,0.09810465,,,0.2137842,,0.232047,0.10567481,0.74755674,,0.00290483,,0.0095499,2.97600012,0.05621476,0.0471276,0.73852927,0.0183222,0.1767528,,0.0212751,,0.2239488,0.16252812,1.12869216,0.238374,,,,,,0,0.00043304,0,0.001251,0.07461518,,,0,0.0902754,0.01430738,0.00129706,,13.8652146,0,0.214461,1.37896434,,0.57470472,,50.7492756,,0.07342431
1980,18.9032652,,0.16327454,0.51776104,2.5642062,0.06633739,0.01105623,0.55475096,0.01017173,0.29392643,0.39839717,0.07888256,,0.0880484,0.04424805,0.00044225,,0.00155822,0.09190026,,0.03660505,0.30322892,0.00448585,0,0.08975928,0.1002411,0.00055281,0,,0.00066337,,0.01959709,0,,0.00411837,0.075537,0,0.29449493,0.00276406,,0.66533576,0,0,0.23717045,0.04079171,0.6763554,0.0438102,0.03412965,0.00548588,0.4296825,0.09068645,0,,0.1392282,,0.176814,0.09399365,0.90414864,,0.00276406,0,0.0123795,2.87800006,0.03852257,0.0569601,0.89640554,0.02325902,0.2158308,0,0.022869,0,0.19020689,0.17664965,1.1654424,0.3325608,0,,,,0,0,0,0,0.0016839,0.0475418,,0,0,0.101997,0.01696767,0,,14.8405957,,0.26395196,1.31092884,,0.59162778,0,51.4200168,0,0.07582864
1981,18.7053372,,0.17740945,0.46224778,2.4777954,0.08734422,0.01216186,0.64313431,0.00972948,0.30582985,0.4317998,0.05843329,,0.0816426,0.04900988,0.00044225,,0.00124406,0.09801299,,0.032846,0.29357639,0.0041868,0,0.08975928,0.1098684,0.00066337,0,,0.00033169,,0.02516217,0,,0.0026083,0.084546,0,0.27762228,0.00232181,,0.68157266,0,0,0.22951975,0.07121442,0.6858558,0.021204,0.05226102,0.00548588,0.48153146,0.08603585,0,,0.1601928,,0.10773,0.07917238,0.97408465,,0.00353799,0,0.0148554,2.67199981,0.04655444,0.0838926,0.89150357,0.02741544,0.2353698,0,0.0262647,0,0.1690524,0.16107498,1.22669845,0.3877596,0,,,,0,0,0,0,0.0016992,0.05859803,,0,0.00981202,0.11235419,0.01827288,0,,15.8670252,,0.310986,1.30799815,,0.59482451,0.0003474,52.311528,0,0.074289
1982,17.3948342,,0.24296771,0.43285838,2.6008965,0.08955547,0.01105623,0.83916029,0.01105623,0.3427479,0.42113101,0.05385029,,0.12891157,0.06362945,0.00044225,,0.00122432,0.1016555,,0.04693329,0.2932254,0.00299057,0,0.05174359,0.1171296,0.00066337,0,,0.00033169,,0.02516217,0,,0.00274558,0.0925155,0,0.25713394,0.00221125,,0.598329,0,0.00334074,0.25062481,0.09336443,0.69718316,0.023256,0.0767917,0.00329153,0.49442666,0.08371056,0,,0.12568501,,0.11457,0.09960397,1.03868316,,0.00331687,0,0.0159165,2.28499992,0.08177175,0.08739809,0.8560921,0.02999412,0.2567124,0,0.02756407,0,0.1558008,0.18834931,1.24028496,0.41098136,0,,,,0,0,0,0,0.001773,0.05196429,,0,0.05000965,0.13655249,0.0234937,0.00108556,,17.0741866,,0.33344996,1.32943457,,0.63468468,0.00066006,52.5509568,0,0.06874505
